volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
242001,Wright,Submarine(es),New Zealand,-31.85,-179.18,-900,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
242005,Havre Seamount,Submarine,New Zealand,-31.08,-179.033,-897,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
242010,Curtis Island,Submarine,New Zealand,-30.543,-178.556,47,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
242021,Macauley,Caldera,New Zealand,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
242022,Giggenbach,Submarine,New Zealand,-30.036,-178.712,-65,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
242030,Raoul Island,Stratovolcano,New Zealand,-29.27,-177.92,516,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
242050,Monowai,Submarine,New Zealand,-25.887,-177.188,-132,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243001,Unnamed,Submarine,Undersea Features,-24.8,-177.02,-385,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
243010,Unnamed,Submarine,Tonga,-21.338,-175.65,-68,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243011,Unnamed,Submarine,Tonga,-21.15,-175.75,-65,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
243030,Unnamed,Submarine,Tonga,-20.852,-175.55,-296,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243040,Hunga Tonga-Hunga Ha'apai,Submarine,Tonga,-20.536,-175.382,114,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243050,Fonuafo'ou,Submarine,Tonga,-20.32,-175.42,-17,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243060,Tofua,Caldera,Tonga,-19.75,-175.07,515,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243061,Kao,Stratovolcano,Tonga,-19.668,-175.016,1009,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243070,Lateiki,Submarine,Tonga,-19.18,-174.87,43,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243080,Home Reef,Submarine,Tonga,-18.992,-174.775,-10,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243090,Late,Stratovolcano,Tonga,-18.806,-174.65,540,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243091,Unnamed,Submarine,Tonga,-18.325,-174.365,-40,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243100,Fonualei,Stratovolcano,Tonga,-18.023,-174.317,188,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243101,Tafahi,Stratovolcano,Tonga,-15.85,-173.72,560,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
243102,Curacoa,Submarine,Tonga,-15.62,-173.67,-33,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243110,Niuafo'ou,Shield,Tonga,-15.6,-175.63,260,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243111,Dugong,Submarine,Tonga,-15.431,-175.725,-1170,,Evidence Uncertain
243112,Lobster,Submarine,Tonga,-15.333,-176.283,-1500,,Evidence Uncertain
243120,Tafu-Maka,Submarine,Tonga,-15.37,-174.23,-1400,Rift zone / Oceanic crust (< 15 km),Eruption Observed
243130,West Mata,Submarine,Tonga,-15.1,-173.75,-1174,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
243140,Niuatahi,Caldera,Tonga,-15.379,-174.003,-1270,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
244000,Vailulu'u,Submarine,United States,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
244001,Ta'u,Shield,United States,-14.23,-169.454,931,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
244010,Ofu-Olosega,Shield(s),United States,-14.175,-169.618,639,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
244020,Tutuila,Tuff cone(s),United States,-14.295,-170.7,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
244030,Upolu,Shield,Samoa,-13.935,-171.72,1100,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
244040,Savai'i,Shield,Samoa,-13.612,-172.525,1858,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
244050,Wallis Islands,Shield(s),France,-13.3,-176.17,143,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
245010,Taveuni,Shield,Fiji,-16.82,-179.97,1241,Subduction zone / Crustal thickness unknown,Eruption Dated
245020,Koro,Pyroclastic cone(s),Fiji,-17.32,179.4,522,Subduction zone / Crustal thickness unknown,Evidence Uncertain
245030,Nabukelevu,Lava dome(s),Fiji,-19.12,177.98,805,Subduction zone / Crustal thickness unknown,Eruption Dated
250010,St. Andrew Strait,Complex,Papua New Guinea,-2.38,147.35,270,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
250020,Baluan,Stratovolcano,Papua New Guinea,-2.57,147.28,254,Subduction zone / Continental crust (>25 km),Evidence Uncertain
250030,Central Bismarck Sea,Submarine,Papua New Guinea,-3.03,147.78,-1300,Rift zone / Continental crust (>25 km),Eruption Dated
251001,Blup Blup,Stratovolcano,Papua New Guinea,-3.507,144.605,402,Subduction zone / Continental crust (>25 km),Evidence Credible
251002,Kadovar,Stratovolcano,Papua New Guinea,-3.608,144.588,365,Subduction zone / Continental crust (>25 km),Evidence Credible
251010,Bam,Stratovolcano,Papua New Guinea,-3.613,144.818,685,Subduction zone / Continental crust (>25 km),Eruption Observed
251011,Boisa,Stratovolcano,Papua New Guinea,-3.994,144.963,240,Subduction zone / Continental crust (>25 km),Evidence Uncertain
251020,Manam,Stratovolcano,Papua New Guinea,-4.08,145.037,1807,Subduction zone / Continental crust (>25 km),Eruption Observed
251030,Karkar,Stratovolcano,Papua New Guinea,-4.649,145.964,1839,Subduction zone / Continental crust (>25 km),Eruption Observed
251041,Hankow Reef,Submarine,Papua New Guinea,-4.883,146.717,-5,Subduction zone / Continental crust (>25 km),Evidence Uncertain
251050,Long Island,Complex,Papua New Guinea,-5.358,147.12,1280,Subduction zone / Continental crust (>25 km),Eruption Observed
251060,Umboi,Complex,Papua New Guinea,-5.589,147.875,1548,Subduction zone / Continental crust (>25 km),Evidence Credible
251070,Ritter Island,Stratovolcano,Papua New Guinea,-5.519,148.115,75,Subduction zone / Continental crust (>25 km),Eruption Observed
251080,Sakar,Stratovolcano,Papua New Guinea,-5.414,148.094,992,Subduction zone / Continental crust (>25 km),Evidence Uncertain
252010,Langila,Complex,Papua New Guinea,-5.525,148.42,1330,Subduction zone / Continental crust (>25 km),Eruption Observed
252021,Mundua,Complex,Papua New Guinea,-4.624,149.339,171,Subduction zone / Continental crust (>25 km),Evidence Credible
252030,Garove,Stratovolcano,Papua New Guinea,-4.687,149.511,368,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
252040,Dakataua,Caldera,Papua New Guinea,-5.094,150.094,408,Subduction zone / Continental crust (>25 km),Eruption Dated
252050,Bola,Stratovolcano,Papua New Guinea,-5.141,150.038,1116,Subduction zone / Continental crust (>25 km),Evidence Credible
252060,Garua Harbour,Volcanic field,Papua New Guinea,-5.3,150.07,565,Subduction zone / Continental crust (>25 km),Evidence Uncertain
252070,Krummel-Garbuna-Welcker,Stratovolcano(es),Papua New Guinea,-5.416,150.027,564,Subduction zone / Continental crust (>25 km),Eruption Observed
252071,Lolo,Stratovolcano,Papua New Guinea,-5.466,150.509,796,Subduction zone / Continental crust (>25 km),Evidence Uncertain
252080,Witori,Caldera,Papua New Guinea,-5.576,150.516,724,Subduction zone / Continental crust (>25 km),Eruption Observed
252090,Sulu Range,Stratovolcano(es),Papua New Guinea,-5.5,150.942,610,Subduction zone / Continental crust (>25 km),Unrest / Holocene
252100,Hargy,Stratovolcano,Papua New Guinea,-5.33,151.1,1148,Subduction zone / Continental crust (>25 km),Eruption Dated
252110,Bamus,Stratovolcano,Papua New Guinea,-5.2,151.23,2248,Subduction zone / Continental crust (>25 km),Eruption Observed
252120,Ulawun,Stratovolcano,Papua New Guinea,-5.05,151.33,2334,Subduction zone / Continental crust (>25 km),Eruption Observed
252130,Lolobau,Caldera,Papua New Guinea,-4.92,151.158,858,Subduction zone / Continental crust (>25 km),Eruption Observed
252140,Rabaul,Pyroclastic shield,Papua New Guinea,-4.271,152.203,688,Subduction zone / Continental crust (>25 km),Eruption Observed
252150,Tavui,Caldera,Papua New Guinea,-4.12,152.2,200,Subduction zone / Continental crust (>25 km),Eruption Dated
253004,Madilogo,Pyroclastic cone,Papua New Guinea,-9.2,147.57,850,Subduction zone / Continental crust (>25 km),Evidence Credible
253010,Lamington,Stratovolcano,Papua New Guinea,-8.95,148.15,1680,Subduction zone / Continental crust (>25 km),Eruption Observed
253011,Hydrographers Range,Stratovolcano,Papua New Guinea,-9,148.37,1915,Subduction zone / Continental crust (>25 km),Evidence Credible
253021,Managlase Plateau,Volcanic field,Papua New Guinea,-9.08,148.33,1342,Subduction zone / Continental crust (>25 km),Evidence Credible
253030,Victory,Stratovolcano,Papua New Guinea,-9.2,149.07,1925,Subduction zone / Continental crust (>25 km),Eruption Observed
253031,Sessagara,Pyroclastic cone(s),Papua New Guinea,-9.48,149.13,370,Subduction zone / Continental crust (>25 km),Evidence Credible
253040,Waiowa,Pyroclastic cone,Papua New Guinea,-9.57,149.075,640,Subduction zone / Continental crust (>25 km),Eruption Observed
253041,Goodenough,Volcanic field,Papua New Guinea,-9.358,150.246,220,Subduction zone / Continental crust (>25 km),Evidence Credible
253050,Iamalele,Lava dome(s),Papua New Guinea,-9.52,150.53,200,Subduction zone / Continental crust (>25 km),Evidence Credible
253060,Dawson Strait Group,Volcanic field,Papua New Guinea,-9.62,150.88,500,Subduction zone / Continental crust (>25 km),Eruption Dated
254010,Lihir,Compound,Papua New Guinea,-3.125,152.642,700,Subduction zone / Crustal thickness unknown,Evidence Credible
254020,Ambitle,Stratovolcano,Papua New Guinea,-4.08,153.65,450,Subduction zone / Crustal thickness unknown,Eruption Dated
255010,Balbi,Stratovolcano,Papua New Guinea,-5.92,154.98,2715,Subduction zone / Crustal thickness unknown,Evidence Credible
255011,Billy Mitchell,Pyroclastic shield,Papua New Guinea,-6.092,155.225,1544,Subduction zone / Crustal thickness unknown,Eruption Dated
255020,Bagana,Lava cone,Papua New Guinea,-6.137,155.196,1855,Subduction zone / Crustal thickness unknown,Eruption Observed
255021,Takuan Group,Compound,Papua New Guinea,-6.442,155.608,2210,Subduction zone / Crustal thickness unknown,Evidence Credible
255030,Loloru,Pyroclastic shield,Papua New Guinea,-6.52,155.62,1887,Subduction zone / Crustal thickness unknown,Eruption Dated
255050,Simbo,Stratovolcano(es),Solomon Islands,-8.292,156.52,335,Subduction zone / Crustal thickness unknown,Eruption Dated
255052,Kana Keoki,Submarine,Solomon Islands,-8.75,157.03,-700,Subduction zone / Crustal thickness unknown,Evidence Credible
255053,Coleman Seamount,Submarine,Solomon Islands,-8.841,157.16,-717,Subduction zone / Crustal thickness unknown,Evidence Credible
255060,Kavachi,Submarine,Solomon Islands,-8.991,157.979,-20,Subduction zone / Crustal thickness unknown,Eruption Observed
255061,Unnamed,Submarine(es),Solomon Islands,-8.92,158.03,-240,Subduction zone / Crustal thickness unknown,Evidence Credible
255062,Gallego,Volcanic field,Solomon Islands,-9.35,159.73,1000,Subduction zone / Crustal thickness unknown,Evidence Uncertain
255070,Savo,Stratovolcano,Solomon Islands,-9.13,159.82,485,Subduction zone / Crustal thickness unknown,Eruption Observed
256010,Tinakula,Stratovolcano,Solomon Islands,-10.386,165.804,796,Subduction zone / Crustal thickness unknown,Eruption Observed
257001,Motlav,Stratovolcano,Vanuatu,-13.67,167.67,411,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
257010,Suretamatai,Complex,Vanuatu,-13.8,167.47,921,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257020,Gaua,Stratovolcano,Vanuatu,-14.27,167.5,797,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257021,Mere Lava,Stratovolcano,Vanuatu,-14.45,168.05,1028,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
257030,Ambae,Shield,Vanuatu,-15.389,167.835,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257040,Ambrym,Pyroclastic shield,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257050,Lopevi,Stratovolcano,Vanuatu,-16.507,168.346,1413,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257060,Epi,Stratovolcano(es),Vanuatu,-16.68,168.37,833,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257070,Kuwae,Caldera,Vanuatu,-16.829,168.536,-2,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257080,NE Shepherd Islands,Stratovolcano(es),Vanuatu,-16.992,168.592,216,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
257081,North Vate,Stratovolcano(es),Vanuatu,-17.47,168.353,594,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
257090,Traitor's Head,Stratovolcano,Vanuatu,-18.754,169.238,817,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257100,Yasur,Stratovolcano,Vanuatu,-19.532,169.447,361,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
257110,Aneityum,Stratovolcano(es),Vanuatu,-20.2,169.78,852,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
258001,Eastern Gemini Seamount,Submarine,France,-20.98,170.28,-80,Rift zone / Oceanic crust (< 15 km),Eruption Observed
258010,Matthew Island,Stratovolcano,France,-22.33,171.32,177,Subduction zone / Crustal thickness unknown,Eruption Observed
258020,Hunter Island,Stratovolcano,France,-22.4,172.05,297,Subduction zone / Crustal thickness unknown,Eruption Observed
259010,Newer Volcanics Province,Shield(s),Australia,-37.77,142.5,1011,Intraplate / Continental crust (>25 km),Eruption Dated
260001,Narcondum,Stratovolcano,India,13.43,94.28,710,Subduction zone / Continental crust (>25 km),Evidence Credible
260010,Barren Island,Stratovolcano,India,12.278,93.858,354,Subduction zone / Continental crust (>25 km),Eruption Observed
261020,Seulawah Agam,Stratovolcano,Indonesia,5.448,95.658,1810,Subduction zone / Continental crust (>25 km),Eruption Observed
261030,Peuet Sague,Complex,Indonesia,4.903,96.289,2785,Subduction zone / Continental crust (>25 km),Eruption Observed
261050,"Telong, Bur ni",Stratovolcano,Indonesia,4.769,96.821,2617,Subduction zone / Continental crust (>25 km),Eruption Observed
261070,Singkut,Caldera(s),Indonesia,3.248,98.501,2181,Subduction zone / Continental crust (>25 km),Eruption Observed
261080,Sinabung,Stratovolcano,Indonesia,3.17,98.392,2460,Subduction zone / Continental crust (>25 km),Eruption Observed
261090,Toba,Caldera,Indonesia,2.58,98.83,2157,Subduction zone / Continental crust (>25 km),Evidence Credible
261110,Sibualbuali,Stratovolcano,Indonesia,1.556,99.255,1819,Subduction zone / Continental crust (>25 km),Evidence Uncertain
261111,Lubukraya,Stratovolcano,Indonesia,1.478,99.209,1862,Subduction zone / Continental crust (>25 km),Evidence Uncertain
261120,Sorikmarapi,Stratovolcano,Indonesia,0.686,99.539,2145,Subduction zone / Continental crust (>25 km),Eruption Observed
261121,Malintang,Stratovolcano,Indonesia,0.47,99.67,1983,Subduction zone / Continental crust (>25 km),Evidence Credible
261130,Talakmau,Complex,Indonesia,0.079,99.98,2919,Subduction zone / Continental crust (>25 km),Evidence Credible
261131,Sarik-Gajah,Pyroclastic cone(s),Indonesia,0.074,100.189,737,Subduction zone / Continental crust (>25 km),Evidence Uncertain
261140,Marapi,Complex,Indonesia,-0.38,100.474,2885,Subduction zone / Continental crust (>25 km),Eruption Observed
261150,Tandikat-Singgalang,Stratovolcano(es),Indonesia,-0.39,100.331,2854,Subduction zone / Continental crust (>25 km),Eruption Observed
261160,Talang,Stratovolcano,Indonesia,-0.979,100.681,2575,Subduction zone / Continental crust (>25 km),Eruption Observed
261170,Kerinci,Stratovolcano,Indonesia,-1.697,101.264,3800,Subduction zone / Continental crust (>25 km),Eruption Observed
261180,Sumbing,Stratovolcano,Indonesia,-2.414,101.728,2507,Subduction zone / Continental crust (>25 km),Eruption Observed
261200,Hululais,Compound,Indonesia,-3.247,102.239,2122,Subduction zone / Continental crust (>25 km),Unrest / Holocene
261210,"Daun, Bukit",Stratovolcano(es),Indonesia,-3.38,102.37,2467,Subduction zone / Continental crust (>25 km),Unrest / Holocene
261220,Kaba,Stratovolcano,Indonesia,-3.522,102.615,1940,Subduction zone / Continental crust (>25 km),Eruption Observed
261230,Dempo,Stratovolcano(es),Indonesia,-4.016,103.121,3142,Subduction zone / Continental crust (>25 km),Eruption Observed
261231,Patah,Stratovolcano?,Indonesia,-4.257,103.306,2836,Subduction zone / Continental crust (>25 km),Unrest / Holocene
261251,Ranau,Caldera,Indonesia,-4.871,103.925,1854,Subduction zone / Continental crust (>25 km),Evidence Uncertain
261260,Sekincau Belirang,Caldera(s),Indonesia,-5.107,104.317,1717,Subduction zone / Continental crust (>25 km),Unrest / Holocene
261270,Suoh,Caldera(s),Indonesia,-5.25,104.27,1000,Subduction zone / Continental crust (>25 km),Eruption Observed
261280,Hulubelu,Caldera,Indonesia,-5.334,104.59,849,Subduction zone / Continental crust (>25 km),Unrest / Holocene
261290,Rajabasa,Stratovolcano,Indonesia,-5.78,105.625,1281,Subduction zone / Continental crust (>25 km),Unrest / Holocene
262000,Krakatau,Caldera,Indonesia,-6.102,105.423,155,Subduction zone / Continental crust (>25 km),Eruption Observed
263010,Pulosari,Stratovolcano,Indonesia,-6.343,105.978,1324,Subduction zone / Continental crust (>25 km),Evidence Credible
263020,Karang,Stratovolcano,Indonesia,-6.268,106.05,1768,Subduction zone / Continental crust (>25 km),Evidence Uncertain
263040,Perbakti-Gagak,Stratovolcano(es),Indonesia,-6.75,106.7,1699,Subduction zone / Continental crust (>25 km),Eruption Observed
263050,Salak,Stratovolcano,Indonesia,-6.72,106.73,2211,Subduction zone / Continental crust (>25 km),Eruption Observed
263060,Gede-Pangrango,Stratovolcano(es),Indonesia,-6.77,106.965,3008,Subduction zone / Continental crust (>25 km),Eruption Observed
263070,Patuha,Stratovolcano,Indonesia,-7.162,107.4,2422,Subduction zone / Continental crust (>25 km),Evidence Credible
263090,Tangkuban Parahu,Stratovolcano,Indonesia,-6.77,107.6,2084,Subduction zone / Continental crust (>25 km),Eruption Observed
263100,Papandayan,Stratovolcano(es),Indonesia,-7.32,107.73,2665,Subduction zone / Continental crust (>25 km),Eruption Observed
263110,Kendang,Stratovolcano,Indonesia,-7.245,107.709,2594,Subduction zone / Continental crust (>25 km),Evidence Credible
263130,Guntur,Complex,Indonesia,-7.143,107.84,2249,Subduction zone / Continental crust (>25 km),Eruption Observed
263131,Tampomas,Stratovolcano,Indonesia,-6.77,107.95,1684,Subduction zone / Continental crust (>25 km),Evidence Credible
263140,Galunggung,Stratovolcano,Indonesia,-7.25,108.058,2168,Subduction zone / Continental crust (>25 km),Eruption Observed
263150,Talagabodas,Stratovolcano,Indonesia,-7.208,108.07,2201,Subduction zone / Continental crust (>25 km),Unrest / Holocene
263170,Cereme,Stratovolcano,Indonesia,-6.895,108.408,3039,Subduction zone / Continental crust (>25 km),Eruption Observed
263180,Slamet,Stratovolcano,Indonesia,-7.242,109.208,3428,Subduction zone / Continental crust (>25 km),Eruption Observed
263200,Dieng Volcanic Complex,Complex,Indonesia,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed
263210,Sundoro,Stratovolcano,Indonesia,-7.3,109.992,3136,Subduction zone / Continental crust (>25 km),Eruption Observed
263220,Sumbing,Stratovolcano,Indonesia,-7.384,110.07,3371,Subduction zone / Continental crust (>25 km),Eruption Observed
263230,Ungaran,Stratovolcano,Indonesia,-7.18,110.33,2050,Subduction zone / Continental crust (>25 km),Evidence Credible
263231,Telomoyo,Stratovolcano,Indonesia,-7.362,110.4,1864,Subduction zone / Continental crust (>25 km),Evidence Credible
263240,Merbabu,Stratovolcano,Indonesia,-7.454,110.44,3118,Subduction zone / Continental crust (>25 km),Eruption Observed
263250,Merapi,Stratovolcano,Indonesia,-7.54,110.446,2910,Subduction zone / Continental crust (>25 km),Eruption Observed
263251,Muria,Stratovolcano,Indonesia,-6.62,110.88,1625,Subduction zone / Continental crust (>25 km),Eruption Dated
263260,Lawu,Stratovolcano,Indonesia,-7.625,111.192,3265,Subduction zone / Continental crust (>25 km),Eruption Observed
263270,Wilis,Stratovolcano,Indonesia,-7.808,111.758,2563,Subduction zone / Continental crust (>25 km),Evidence Credible
263280,Kelut,Stratovolcano,Indonesia,-7.93,112.308,1731,Subduction zone / Continental crust (>25 km),Eruption Observed
263281,Kawi-Butak,Stratovolcano(es),Indonesia,-7.92,112.45,2651,Subduction zone / Continental crust (>25 km),Evidence Credible
263290,Arjuno-Welirang,Stratovolcano,Indonesia,-7.733,112.575,3339,Subduction zone / Continental crust (>25 km),Eruption Observed
263291,Penanggungan,Stratovolcano,Indonesia,-7.616,112.62,1631,Subduction zone / Continental crust (>25 km),Evidence Credible
263300,Semeru,Stratovolcano,Indonesia,-8.108,112.922,3657,Subduction zone / Continental crust (>25 km),Eruption Observed
263310,Tengger Caldera,Stratovolcano(es),Indonesia,-7.942,112.95,2329,Subduction zone / Continental crust (>25 km),Eruption Observed
263320,Lamongan,Stratovolcano,Indonesia,-7.981,113.341,1641,Subduction zone / Continental crust (>25 km),Eruption Observed
263330,Iyang-Argapura,Complex,Indonesia,-7.97,113.57,3088,Subduction zone / Continental crust (>25 km),Evidence Credible
263340,Raung,Stratovolcano,Indonesia,-8.119,114.056,3260,Subduction zone / Continental crust (>25 km),Eruption Observed
263350,Ijen,Stratovolcano(es),Indonesia,-8.058,114.242,2769,Subduction zone / Continental crust (>25 km),Eruption Observed
263351,Baluran,Stratovolcano,Indonesia,-7.85,114.37,1247,Subduction zone / Continental crust (>25 km),Evidence Uncertain
264001,Buyan-Bratan,Caldera,Indonesia,-8.283,115.133,2244,Subduction zone / Continental crust (>25 km),Evidence Credible
264010,Batur,Caldera,Indonesia,-8.242,115.375,1717,Subduction zone / Continental crust (>25 km),Eruption Observed
264020,Agung,Stratovolcano,Indonesia,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed
264030,Rinjani,Stratovolcano,Indonesia,-8.42,116.47,3726,Subduction zone / Continental crust (>25 km),Eruption Observed
264040,Tambora,Stratovolcano,Indonesia,-8.25,118,2850,Subduction zone / Continental crust (>25 km),Eruption Observed
264050,Sangeang Api,Complex,Indonesia,-8.2,119.07,1912,Subduction zone / Continental crust (>25 km),Eruption Observed
264060,"Sano, Wai",Caldera,Indonesia,-8.724,119.986,1319,Subduction zone / Continental crust (>25 km),Evidence Credible
264071,Ranakah,Lava dome(s),Indonesia,-8.62,120.52,2350,Subduction zone / Continental crust (>25 km),Eruption Observed
264080,Inierie,Stratovolcano,Indonesia,-8.875,120.95,2245,Subduction zone / Crustal thickness unknown,Eruption Dated
264090,Inielika,Complex,Indonesia,-8.73,120.98,1559,Subduction zone / Crustal thickness unknown,Eruption Observed
264100,Ebulobo,Stratovolcano,Indonesia,-8.817,121.191,2096,Subduction zone / Crustal thickness unknown,Eruption Observed
264110,Iya,Stratovolcano,Indonesia,-8.891,121.641,618,Subduction zone / Crustal thickness unknown,Eruption Observed
264140,Kelimutu,Complex,Indonesia,-8.77,121.82,1639,Subduction zone / Crustal thickness unknown,Eruption Observed
264150,Paluweh,Stratovolcano,Indonesia,-8.32,121.708,875,Subduction zone / Crustal thickness unknown,Eruption Observed
264160,Egon,Stratovolcano,Indonesia,-8.676,122.455,1661,Subduction zone / Crustal thickness unknown,Eruption Observed
264170,Ilimuda,Stratovolcano,Indonesia,-8.479,122.761,881,Subduction zone / Crustal thickness unknown,Unrest / Holocene
264180,Lewotobi,Stratovolcano(es),Indonesia,-8.542,122.775,1703,Subduction zone / Crustal thickness unknown,Eruption Observed
264200,Leroboleng,Complex,Indonesia,-8.365,122.833,1095,Subduction zone / Crustal thickness unknown,Eruption Observed
264220,Iliboleng,Stratovolcano,Indonesia,-8.342,123.258,1659,Subduction zone / Crustal thickness unknown,Eruption Observed
264230,Lewotolok,Stratovolcano,Indonesia,-8.274,123.508,1431,Subduction zone / Crustal thickness unknown,Eruption Observed
264240,Ililabalekan,Stratovolcano,Indonesia,-8.55,123.38,1018,Subduction zone / Crustal thickness unknown,Unrest / Holocene
264250,Iliwerung,Complex,Indonesia,-8.53,123.57,1018,Subduction zone / Crustal thickness unknown,Eruption Observed
264260,"Tara, Batu",Stratovolcano,Indonesia,-7.791,123.585,633,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
264270,Sirung,Complex,Indonesia,-8.508,124.13,862,Subduction zone / Crustal thickness unknown,Eruption Observed
265030,Gunungapi Wetar,Stratovolcano,Indonesia,-6.642,126.65,282,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
265040,Wurlali,Stratovolcano,Indonesia,-7.125,128.675,868,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
265050,Teon,Stratovolcano,Indonesia,-6.976,129.144,728,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
265060,Nila,Stratovolcano,Indonesia,-6.73,129.5,781,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
265070,Serua,Stratovolcano,Indonesia,-6.312,130.017,608,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
265080,Manuk,Stratovolcano,Indonesia,-5.543,130.303,257,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
265090,Banda Api,Caldera,Indonesia,-4.523,129.881,596,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
266010,Colo,Stratovolcano,Indonesia,-0.162,121.601,404,Subduction zone / Continental crust (>25 km),Eruption Observed
266020,Ambang,Complex,Indonesia,0.75,124.42,1795,Subduction zone / Continental crust (>25 km),Eruption Observed
266030,Soputan,Stratovolcano,Indonesia,1.112,124.737,1785,Subduction zone / Continental crust (>25 km),Eruption Observed
266040,Riendengan-Sempu,Caldera,Indonesia,1.13,124.758,1549,Subduction zone / Continental crust (>25 km),Unrest / Holocene
266070,Tondano Caldera,Caldera,Indonesia,1.23,124.83,1202,Subduction zone / Continental crust (>25 km),Unrest / Holocene
266100,Lokon-Empung,Stratovolcano(es),Indonesia,1.358,124.792,1580,Subduction zone / Continental crust (>25 km),Eruption Observed
266110,Mahawu,Stratovolcano,Indonesia,1.352,124.865,1299,Subduction zone / Continental crust (>25 km),Eruption Observed
266120,Klabat,Stratovolcano,Indonesia,1.454,125.031,1968,Subduction zone / Continental crust (>25 km),Unrest / Holocene
266130,Tangkoko-Duasudara,Stratovolcano,Indonesia,1.518,125.185,1334,Subduction zone / Continental crust (>25 km),Eruption Observed
267010,Ruang,Stratovolcano,Indonesia,2.3,125.37,725,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
267020,Karangetang,Stratovolcano,Indonesia,2.781,125.407,1797,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
267030,Banua Wuhu,Submarine,Indonesia,3.138,125.491,-5,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
267040,Awu,Stratovolcano,Indonesia,3.689,125.447,1318,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
268001,Tarakan,Pyroclastic cone(s),Indonesia,1.83,127.83,318,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268010,Dukono,Complex,Indonesia,1.693,127.894,1229,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
268020,Tobaru,Stratovolcano,Indonesia,1.63,127.67,1035,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268030,Ibu,Stratovolcano,Indonesia,1.488,127.63,1325,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
